Parti, Kandidat, Spørgsmål, Svar
Æ, Benny Bindslev, 1, 2
Æ, Benny Bindslev, 2, 3
Æ, Benny Bindslev, 3, 2
Æ, Benny Bindslev, 4, 4
Æ, Benny Bindslev, 5, 1
Æ, Benny Bindslev, 6, 2
Æ, Benny Bindslev, 7, 4
Æ, Benny Bindslev, 8, 2
Æ, Benny Bindslev, 9, 3
Æ, Benny Bindslev, 10, 4
Æ, Benny Bindslev, 11, 1
Æ, Benny Bindslev, 12, 4
Æ, Benny Bindslev, 13, 4
Æ, Benny Bindslev, 14, 3
Æ, Benny Bindslev, 15, 4
Æ, Benny Bindslev, 16, 1
Æ, Benny Bindslev, 17, 1
Æ, Benny Bindslev, 18, 4
Æ, Benny Bindslev, 19, 4
Æ, Benny Bindslev, 20, 1
Æ, Benny Bindslev, 21, 3
Æ, Benny Bindslev, 22, 1
Æ, Benny Bindslev, 23, 1
Æ, Benny Bindslev, 24, 1
Æ, Benny Bindslev, 25, 1
Æ, Lars Bregnbak, 1, 4
Æ, Lars Bregnbak, 2, 3
Æ, Lars Bregnbak, 3, 3
Æ, Lars Bregnbak, 4, 3
Æ, Lars Bregnbak, 5, 2
Æ, Lars Bregnbak, 6, 2
Æ, Lars Bregnbak, 7, 3
Æ, Lars Bregnbak, 8, 2
Æ, Lars Bregnbak, 9, 3
Æ, Lars Bregnbak, 10, 4
Æ, Lars Bregnbak, 11, 2
Æ, Lars Bregnbak, 12, 4
Æ, Lars Bregnbak, 13, 4
Æ, Lars Bregnbak, 14, 3
Æ, Lars Bregnbak, 15, 4
Æ, Lars Bregnbak, 16, 2
Æ, Lars Bregnbak, 17, 2
Æ, Lars Bregnbak, 18, 4
Æ, Lars Bregnbak, 19, 4
Æ, Lars Bregnbak, 20, 1
Æ, Lars Bregnbak, 21, 3
Æ, Lars Bregnbak, 22, 4
Æ, Lars Bregnbak, 23, 1
Æ, Lars Bregnbak, 24, 2
Æ, Lars Bregnbak, 25, 2
Æ, Susanne Damsgaard, 1, 2
Æ, Susanne Damsgaard, 2, 3
Æ, Susanne Damsgaard, 3, 3
Æ, Susanne Damsgaard, 4, 3
Æ, Susanne Damsgaard, 5, 1
Æ, Susanne Damsgaard, 6, 2
Æ, Susanne Damsgaard, 7, 4
Æ, Susanne Damsgaard, 8, 2
Æ, Susanne Damsgaard, 9, 3
Æ, Susanne Damsgaard, 10, 4
Æ, Susanne Damsgaard, 11, 1
Æ, Susanne Damsgaard, 12, 3
Æ, Susanne Damsgaard, 13, 4
Æ, Susanne Damsgaard, 14, 4
Æ, Susanne Damsgaard, 15, 4
Æ, Susanne Damsgaard, 16, 1
Æ, Susanne Damsgaard, 17, 1
Æ, Susanne Damsgaard, 18, 4
Æ, Susanne Damsgaard, 19, 4
Æ, Susanne Damsgaard, 20, 1
Æ, Susanne Damsgaard, 21, 3
Æ, Susanne Damsgaard, 22, 1
Æ, Susanne Damsgaard, 23, 1
Æ, Susanne Damsgaard, 24, 2
Æ, Susanne Damsgaard, 25, 1
Æ, Karen Lia Fromm-Christiansen, 1, 2
Æ, Karen Lia Fromm-Christiansen, 2, 3
Æ, Karen Lia Fromm-Christiansen, 3, 3
Æ, Karen Lia Fromm-Christiansen, 4, 4
Æ, Karen Lia Fromm-Christiansen, 5, 1
Æ, Karen Lia Fromm-Christiansen, 6, 2
Æ, Karen Lia Fromm-Christiansen, 7, 4
Æ, Karen Lia Fromm-Christiansen, 8, 2
Æ, Karen Lia Fromm-Christiansen, 9, 4
Æ, Karen Lia Fromm-Christiansen, 10, 4
Æ, Karen Lia Fromm-Christiansen, 11, 1
Æ, Karen Lia Fromm-Christiansen, 12, 4
Æ, Karen Lia Fromm-Christiansen, 13, 4
Æ, Karen Lia Fromm-Christiansen, 14, 3
Æ, Karen Lia Fromm-Christiansen, 15, 4
Æ, Karen Lia Fromm-Christiansen, 16, 1
Æ, Karen Lia Fromm-Christiansen, 17, 1
Æ, Karen Lia Fromm-Christiansen, 18, 4
Æ, Karen Lia Fromm-Christiansen, 19, 4
Æ, Karen Lia Fromm-Christiansen, 20, 1
Æ, Karen Lia Fromm-Christiansen, 21, 3
Æ, Karen Lia Fromm-Christiansen, 22, 1
Æ, Karen Lia Fromm-Christiansen, 23, 1
Æ, Karen Lia Fromm-Christiansen, 24, 1
Æ, Karen Lia Fromm-Christiansen, 25, 1
Æ, Annette Giuranna, 1, 2
Æ, Annette Giuranna, 2, 3
Æ, Annette Giuranna, 3, 3
Æ, Annette Giuranna, 4, 3
Æ, Annette Giuranna, 5, 1
Æ, Annette Giuranna, 6, 2
Æ, Annette Giuranna, 7, 4
Æ, Annette Giuranna, 8, 2
Æ, Annette Giuranna, 9, 3
Æ, Annette Giuranna, 10, 4
Æ, Annette Giuranna, 11, 1
Æ, Annette Giuranna, 12, 3
Æ, Annette Giuranna, 13, 4
Æ, Annette Giuranna, 14, 3
Æ, Annette Giuranna, 15, 4
Æ, Annette Giuranna, 16, 1
Æ, Annette Giuranna, 17, 1
Æ, Annette Giuranna, 18, 3
Æ, Annette Giuranna, 19, 4
Æ, Annette Giuranna, 20, 1
Æ, Annette Giuranna, 21, 3
Æ, Annette Giuranna, 22, 1
Æ, Annette Giuranna, 23, 1
Æ, Annette Giuranna, 24, 2
Æ, Annette Giuranna, 25, 1
Æ, Renate Hendriksen, 1, 2
Æ, Renate Hendriksen, 2, 3
Æ, Renate Hendriksen, 3, 3
Æ, Renate Hendriksen, 4, 3
Æ, Renate Hendriksen, 5, 1
Æ, Renate Hendriksen, 6, 2
Æ, Renate Hendriksen, 7, 4
Æ, Renate Hendriksen, 8, 2
Æ, Renate Hendriksen, 9, 3
Æ, Renate Hendriksen, 10, 4
Æ, Renate Hendriksen, 11, 1
Æ, Renate Hendriksen, 12, 3
Æ, Renate Hendriksen, 13, 4
Æ, Renate Hendriksen, 14, 3
Æ, Renate Hendriksen, 15, 4
Æ, Renate Hendriksen, 16, 1
Æ, Renate Hendriksen, 17, 1
Æ, Renate Hendriksen, 18, 4
Æ, Renate Hendriksen, 19, 4
Æ, Renate Hendriksen, 20, 1
Æ, Renate Hendriksen, 21, 3
Æ, Renate Hendriksen, 22, 1
Æ, Renate Hendriksen, 23, 1
Æ, Renate Hendriksen, 24, 2
Æ, Renate Hendriksen, 25, 1
Æ, Anton Rosenstrøm Laursen, 1, 2
Æ, Anton Rosenstrøm Laursen, 2, 3
Æ, Anton Rosenstrøm Laursen, 3, 3
Æ, Anton Rosenstrøm Laursen, 4, 3
Æ, Anton Rosenstrøm Laursen, 5, 1
Æ, Anton Rosenstrøm Laursen, 6, 1
Æ, Anton Rosenstrøm Laursen, 7, 3
Æ, Anton Rosenstrøm Laursen, 8, 2
Æ, Anton Rosenstrøm Laursen, 9, 2
Æ, Anton Rosenstrøm Laursen, 10, 4
Æ, Anton Rosenstrøm Laursen, 11, 1
Æ, Anton Rosenstrøm Laursen, 12, 3
Æ, Anton Rosenstrøm Laursen, 13, 4
Æ, Anton Rosenstrøm Laursen, 14, 3
Æ, Anton Rosenstrøm Laursen, 15, 4
Æ, Anton Rosenstrøm Laursen, 16, 1
Æ, Anton Rosenstrøm Laursen, 17, 2
Æ, Anton Rosenstrøm Laursen, 18, 4
Æ, Anton Rosenstrøm Laursen, 19, 4
Æ, Anton Rosenstrøm Laursen, 20, 1
Æ, Anton Rosenstrøm Laursen, 21, 3
Æ, Anton Rosenstrøm Laursen, 22, 1
Æ, Anton Rosenstrøm Laursen, 23, 1
Æ, Anton Rosenstrøm Laursen, 24, 2
Æ, Anton Rosenstrøm Laursen, 25, 1
Æ, Dina Person, 1, 3
Æ, Dina Person, 2, 4
Æ, Dina Person, 3, 4
Æ, Dina Person, 4, 4
Æ, Dina Person, 5, 1
Æ, Dina Person, 6, 1
Æ, Dina Person, 7, 3
Æ, Dina Person, 8, 2
Æ, Dina Person, 9, 3
Æ, Dina Person, 10, 4
Æ, Dina Person, 11, 1
Æ, Dina Person, 12, 4
Æ, Dina Person, 13, 4
Æ, Dina Person, 14, 2
Æ, Dina Person, 15, 4
Æ, Dina Person, 16, 2
Æ, Dina Person, 17, 2
Æ, Dina Person, 18, 3
Æ, Dina Person, 19, 4
Æ, Dina Person, 20, 1
Æ, Dina Person, 21, 3
Æ, Dina Person, 22, 2
Æ, Dina Person, 23, 1
Æ, Dina Person, 24, 2
Æ, Dina Person, 25, 2
Æ, Erik Poulsen, 1, 3
Æ, Erik Poulsen, 2, 2
Æ, Erik Poulsen, 3, 4
Æ, Erik Poulsen, 4, 4
Æ, Erik Poulsen, 5, 2
Æ, Erik Poulsen, 6, 2
Æ, Erik Poulsen, 7, 3
Æ, Erik Poulsen, 8, 3
Æ, Erik Poulsen, 9, 3
Æ, Erik Poulsen, 10, 4
Æ, Erik Poulsen, 11, 3
Æ, Erik Poulsen, 12, 4
Æ, Erik Poulsen, 13, 3
Æ, Erik Poulsen, 14, 1
Æ, Erik Poulsen, 15, 4
Æ, Erik Poulsen, 16, 2
Æ, Erik Poulsen, 17, 1
Æ, Erik Poulsen, 18, 4
Æ, Erik Poulsen, 19, 4
Æ, Erik Poulsen, 20, 1
Æ, Erik Poulsen, 21, 3
Æ, Erik Poulsen, 22, 2
Æ, Erik Poulsen, 23, 1
Æ, Erik Poulsen, 24, 3
Æ, Erik Poulsen, 25, 2
Æ, Claus Bisgaard Skovmose, 1, 3
Æ, Claus Bisgaard Skovmose, 2, 3
Æ, Claus Bisgaard Skovmose, 3, 3
Æ, Claus Bisgaard Skovmose, 4, 2
Æ, Claus Bisgaard Skovmose, 5, 2
Æ, Claus Bisgaard Skovmose, 6, 1
Æ, Claus Bisgaard Skovmose, 7, 4
Æ, Claus Bisgaard Skovmose, 8, 2
Æ, Claus Bisgaard Skovmose, 9, 3
Æ, Claus Bisgaard Skovmose, 10, 3
Æ, Claus Bisgaard Skovmose, 11, 1
Æ, Claus Bisgaard Skovmose, 12, 3
Æ, Claus Bisgaard Skovmose, 13, 3
Æ, Claus Bisgaard Skovmose, 14, 2
Æ, Claus Bisgaard Skovmose, 15, 2
Æ, Claus Bisgaard Skovmose, 16, 3
Æ, Claus Bisgaard Skovmose, 17, 2
Æ, Claus Bisgaard Skovmose, 18, 4
Æ, Claus Bisgaard Skovmose, 19, 4
Æ, Claus Bisgaard Skovmose, 20, 1
Æ, Claus Bisgaard Skovmose, 21, 3
Æ, Claus Bisgaard Skovmose, 22, 1
Æ, Claus Bisgaard Skovmose, 23, 1
Æ, Claus Bisgaard Skovmose, 24, 1
Æ, Claus Bisgaard Skovmose, 25, 1
Æ, Bent Juul Sørensen, 1, 4
Æ, Bent Juul Sørensen, 2, 2
Æ, Bent Juul Sørensen, 3, 3
Æ, Bent Juul Sørensen, 4, 4
Æ, Bent Juul Sørensen, 5, 2
Æ, Bent Juul Sørensen, 6, 1
Æ, Bent Juul Sørensen, 7, 3
Æ, Bent Juul Sørensen, 8, 4
Æ, Bent Juul Sørensen, 9, 4
Æ, Bent Juul Sørensen, 10, 4
Æ, Bent Juul Sørensen, 11, 2
Æ, Bent Juul Sørensen, 12, 3
Æ, Bent Juul Sørensen, 13, 3
Æ, Bent Juul Sørensen, 14, 3
Æ, Bent Juul Sørensen, 15, 3
Æ, Bent Juul Sørensen, 16, 2
Æ, Bent Juul Sørensen, 17, 2
Æ, Bent Juul Sørensen, 18, 4
Æ, Bent Juul Sørensen, 19, 3
Æ, Bent Juul Sørensen, 20, 1
Æ, Bent Juul Sørensen, 21, 4
Æ, Bent Juul Sørensen, 22, 4
Æ, Bent Juul Sørensen, 23, 1
Æ, Bent Juul Sørensen, 24, 2
Æ, Bent Juul Sørensen, 25, 1
Æ, Nikolaj Vang, 1, 2
Æ, Nikolaj Vang, 2, 3
Æ, Nikolaj Vang, 3, 4
Æ, Nikolaj Vang, 4, 3
Æ, Nikolaj Vang, 5, 2
Æ, Nikolaj Vang, 6, 2
Æ, Nikolaj Vang, 7, 3
Æ, Nikolaj Vang, 8, 2
Æ, Nikolaj Vang, 9, 3
Æ, Nikolaj Vang, 10, 4
Æ, Nikolaj Vang, 11, 1
Æ, Nikolaj Vang, 12, 3
Æ, Nikolaj Vang, 13, 4
Æ, Nikolaj Vang, 14, 2
Æ, Nikolaj Vang, 15, 3
Æ, Nikolaj Vang, 16, 1
Æ, Nikolaj Vang, 17, 2
Æ, Nikolaj Vang, 18, 4
Æ, Nikolaj Vang, 19, 4
Æ, Nikolaj Vang, 20, 1
Æ, Nikolaj Vang, 21, 3
Æ, Nikolaj Vang, 22, 2
Æ, Nikolaj Vang, 23, 1
Æ, Nikolaj Vang, 24, 3
Æ, Nikolaj Vang, 25, 3
Æ, Morten Vehl Revsbeck, 1, 4
Æ, Morten Vehl Revsbeck, 2, 3
Æ, Morten Vehl Revsbeck, 3, 2
Æ, Morten Vehl Revsbeck, 4, 3
Æ, Morten Vehl Revsbeck, 5, 4
Æ, Morten Vehl Revsbeck, 6, 3
Æ, Morten Vehl Revsbeck, 7, 4
Æ, Morten Vehl Revsbeck, 8, 3
Æ, Morten Vehl Revsbeck, 9, 3
Æ, Morten Vehl Revsbeck, 10, 4
Æ, Morten Vehl Revsbeck, 11, 2
Æ, Morten Vehl Revsbeck, 12, 4
Æ, Morten Vehl Revsbeck, 13, 4
Æ, Morten Vehl Revsbeck, 14, 3
Æ, Morten Vehl Revsbeck, 15, 3
Æ, Morten Vehl Revsbeck, 16, 2
Æ, Morten Vehl Revsbeck, 17, 1
Æ, Morten Vehl Revsbeck, 18, 3
Æ, Morten Vehl Revsbeck, 19, 4
Æ, Morten Vehl Revsbeck, 20, 1
Æ, Morten Vehl Revsbeck, 21, 3
Æ, Morten Vehl Revsbeck, 22, 1
Æ, Morten Vehl Revsbeck, 23, 1
Æ, Morten Vehl Revsbeck, 24, 2
Æ, Morten Vehl Revsbeck, 25, 2
Æ, Bob Richard Nielsen, 1, 2
Æ, Bob Richard Nielsen, 2, 3
Æ, Bob Richard Nielsen, 3, 3
Æ, Bob Richard Nielsen, 4, 3
Æ, Bob Richard Nielsen, 5, 1
Æ, Bob Richard Nielsen, 6, 2
Æ, Bob Richard Nielsen, 7, 4
Æ, Bob Richard Nielsen, 8, 2
Æ, Bob Richard Nielsen, 9, 3
Æ, Bob Richard Nielsen, 10, 4
Æ, Bob Richard Nielsen, 11, 1
Æ, Bob Richard Nielsen, 12, 3
Æ, Bob Richard Nielsen, 13, 4
Æ, Bob Richard Nielsen, 14, 3
Æ, Bob Richard Nielsen, 15, 4
Æ, Bob Richard Nielsen, 16, 1
Æ, Bob Richard Nielsen, 17, 2
Æ, Bob Richard Nielsen, 18, 4
Æ, Bob Richard Nielsen, 19, 4
Æ, Bob Richard Nielsen, 20, 1
Æ, Bob Richard Nielsen, 21, 2
Æ, Bob Richard Nielsen, 22, 1
Æ, Bob Richard Nielsen, 23, 1
Æ, Bob Richard Nielsen, 24, 2
Æ, Bob Richard Nielsen, 25, 1
Ø, Per Clausen, 1, 3
Ø, Per Clausen, 2, 2
Ø, Per Clausen, 3, 3
Ø, Per Clausen, 4, 4
Ø, Per Clausen, 5, 3
Ø, Per Clausen, 6, 4
Ø, Per Clausen, 7, 1
Ø, Per Clausen, 8, 4
Ø, Per Clausen, 9, 1
Ø, Per Clausen, 10, 1
Ø, Per Clausen, 11, 1
Ø, Per Clausen, 12, 2
Ø, Per Clausen, 13, 1
Ø, Per Clausen, 14, 1
Ø, Per Clausen, 15, 4
Ø, Per Clausen, 16, 4
Ø, Per Clausen, 17, 4
Ø, Per Clausen, 18, 2
Ø, Per Clausen, 19, 1
Ø, Per Clausen, 20, 4
Ø, Per Clausen, 21, 4
Ø, Per Clausen, 22, 4
Ø, Per Clausen, 23, 4
Ø, Per Clausen, 24, 2
Ø, Per Clausen, 25, 4
Ø, Frederikke Hellemann, 1, 4
Ø, Frederikke Hellemann, 2, 2
Ø, Frederikke Hellemann, 3, 3
Ø, Frederikke Hellemann, 4, 4
Ø, Frederikke Hellemann, 5, 4
Ø, Frederikke Hellemann, 6, 3
Ø, Frederikke Hellemann, 7, 2
Ø, Frederikke Hellemann, 8, 4
Ø, Frederikke Hellemann, 9, 1
Ø, Frederikke Hellemann, 10, 1
Ø, Frederikke Hellemann, 11, 2
Ø, Frederikke Hellemann, 12, 3
Ø, Frederikke Hellemann, 13, 1
Ø, Frederikke Hellemann, 14, 2
Ø, Frederikke Hellemann, 15, 4
Ø, Frederikke Hellemann, 16, 4
Ø, Frederikke Hellemann, 17, 4
Ø, Frederikke Hellemann, 18, 1
Ø, Frederikke Hellemann, 19, 1
Ø, Frederikke Hellemann, 20, 4
Ø, Frederikke Hellemann, 21, 4
Ø, Frederikke Hellemann, 22, 3
Ø, Frederikke Hellemann, 23, 3
Ø, Frederikke Hellemann, 24, 2
Ø, Frederikke Hellemann, 25, 4
Ø, Nana Højlund, 1, 3
Ø, Nana Højlund, 2, 1
Ø, Nana Højlund, 3, 3
Ø, Nana Højlund, 4, 4
Ø, Nana Højlund, 5, 2
Ø, Nana Højlund, 6, 3
Ø, Nana Højlund, 7, 3
Ø, Nana Højlund, 8, 4
Ø, Nana Højlund, 9, 1
Ø, Nana Højlund, 10, 1
Ø, Nana Højlund, 11, 3
Ø, Nana Højlund, 12, 3
Ø, Nana Højlund, 13, 1
Ø, Nana Højlund, 14, 3
Ø, Nana Højlund, 15, 4
Ø, Nana Højlund, 16, 4
Ø, Nana Højlund, 17, 4
Ø, Nana Højlund, 18, 2
Ø, Nana Højlund, 19, 1
Ø, Nana Højlund, 20, 3
Ø, Nana Højlund, 21, 4
Ø, Nana Højlund, 22, 4
Ø, Nana Højlund, 23, 4
Ø, Nana Højlund, 24, 3
Ø, Nana Højlund, 25, 4
Ø, Ludvig Goldschmidt, 1, 4
Ø, Ludvig Goldschmidt, 2, 1
Ø, Ludvig Goldschmidt, 3, 3
Ø, Ludvig Goldschmidt, 4, 4
Ø, Ludvig Goldschmidt, 5, 4
Ø, Ludvig Goldschmidt, 6, 4
Ø, Ludvig Goldschmidt, 7, 2
Ø, Ludvig Goldschmidt, 8, 4
Ø, Ludvig Goldschmidt, 9, 1
Ø, Ludvig Goldschmidt, 10, 1
Ø, Ludvig Goldschmidt, 11, 2
Ø, Ludvig Goldschmidt, 12, 3
Ø, Ludvig Goldschmidt, 13, 1
Ø, Ludvig Goldschmidt, 14, 1
Ø, Ludvig Goldschmidt, 15, 4
Ø, Ludvig Goldschmidt, 16, 4
Ø, Ludvig Goldschmidt, 17, 4
Ø, Ludvig Goldschmidt, 18, 1
Ø, Ludvig Goldschmidt, 19, 1
Ø, Ludvig Goldschmidt, 20, 4
Ø, Ludvig Goldschmidt, 21, 4
Ø, Ludvig Goldschmidt, 22, 4
Ø, Ludvig Goldschmidt, 23, 3
Ø, Ludvig Goldschmidt, 24, 2
Ø, Ludvig Goldschmidt, 25, 4
Ø, Asta Kofod, 1, 3
Ø, Asta Kofod, 2, 2
Ø, Asta Kofod, 3, 3
Ø, Asta Kofod, 4, 3
Ø, Asta Kofod, 5, 3
Ø, Asta Kofod, 6, 3
Ø, Asta Kofod, 7, 2
Ø, Asta Kofod, 8, 4
Ø, Asta Kofod, 9, 1
Ø, Asta Kofod, 10, 1
Ø, Asta Kofod, 11, 3
Ø, Asta Kofod, 12, 3
Ø, Asta Kofod, 13, 1
Ø, Asta Kofod, 14, 2
Ø, Asta Kofod, 15, 4
Ø, Asta Kofod, 16, 4
Ø, Asta Kofod, 17, 4
Ø, Asta Kofod, 18, 1
Ø, Asta Kofod, 19, 1
Ø, Asta Kofod, 20, 3
Ø, Asta Kofod, 21, 4
Ø, Asta Kofod, 22, 4
Ø, Asta Kofod, 23, 3
Ø, Asta Kofod, 24, 3
Ø, Asta Kofod, 25, 4
Ø, Reinout Bosch, 1, 3
Ø, Reinout Bosch, 2, 1
Ø, Reinout Bosch, 3, 4
Ø, Reinout Bosch, 4, 4
Ø, Reinout Bosch, 5, 1
Ø, Reinout Bosch, 6, 4
Ø, Reinout Bosch, 7, 1
Ø, Reinout Bosch, 8, 4
Ø, Reinout Bosch, 9, 1
Ø, Reinout Bosch, 10, 1
Ø, Reinout Bosch, 11, 1
Ø, Reinout Bosch, 12, 1
Ø, Reinout Bosch, 13, 1
Ø, Reinout Bosch, 14, 2
Ø, Reinout Bosch, 15, 3
Ø, Reinout Bosch, 16, 4
Ø, Reinout Bosch, 17, 4
Ø, Reinout Bosch, 18, 1
Ø, Reinout Bosch, 19, 1
Ø, Reinout Bosch, 20, 4
Ø, Reinout Bosch, 21, 4
Ø, Reinout Bosch, 22, 3
Ø, Reinout Bosch, 23, 4
Ø, Reinout Bosch, 24, 1
Ø, Reinout Bosch, 25, 4
Ø, Torsten Ringgaard, 1, 2
Ø, Torsten Ringgaard, 2, 1
Ø, Torsten Ringgaard, 3, 4
Ø, Torsten Ringgaard, 4, 4
Ø, Torsten Ringgaard, 5, 2
Ø, Torsten Ringgaard, 6, 4
Ø, Torsten Ringgaard, 7, 1
Ø, Torsten Ringgaard, 8, 4
Ø, Torsten Ringgaard, 9, 1
Ø, Torsten Ringgaard, 10, 1
Ø, Torsten Ringgaard, 11, 1
Ø, Torsten Ringgaard, 12, 2
Ø, Torsten Ringgaard, 13, 1
Ø, Torsten Ringgaard, 14, 1
Ø, Torsten Ringgaard, 15, 4
Ø, Torsten Ringgaard, 16, 4
Ø, Torsten Ringgaard, 17, 4
Ø, Torsten Ringgaard, 18, 1
Ø, Torsten Ringgaard, 19, 1
Ø, Torsten Ringgaard, 20, 3
Ø, Torsten Ringgaard, 21, 4
Ø, Torsten Ringgaard, 22, 3
Ø, Torsten Ringgaard, 23, 3
Ø, Torsten Ringgaard, 24, 2
Ø, Torsten Ringgaard, 25, 4
Ø, Stine Ry Andersen, 1, 3
Ø, Stine Ry Andersen, 2, 1
Ø, Stine Ry Andersen, 3, 3
Ø, Stine Ry Andersen, 4, 4
Ø, Stine Ry Andersen, 5, 4
Ø, Stine Ry Andersen, 6, 3
Ø, Stine Ry Andersen, 7, 3
Ø, Stine Ry Andersen, 8, 4
Ø, Stine Ry Andersen, 9, 1
Ø, Stine Ry Andersen, 10, 1
Ø, Stine Ry Andersen, 11, 3
Ø, Stine Ry Andersen, 12, 2
Ø, Stine Ry Andersen, 13, 1
Ø, Stine Ry Andersen, 14, 1
Ø, Stine Ry Andersen, 15, 4
Ø, Stine Ry Andersen, 16, 4
Ø, Stine Ry Andersen, 17, 4
Ø, Stine Ry Andersen, 18, 3
Ø, Stine Ry Andersen, 19, 1
Ø, Stine Ry Andersen, 20, 4
Ø, Stine Ry Andersen, 21, 4
Ø, Stine Ry Andersen, 22, 3
Ø, Stine Ry Andersen, 23, 3
Ø, Stine Ry Andersen, 24, 2
Ø, Stine Ry Andersen, 25, 4
Ø, Selma Bolø, 1, 3
Ø, Selma Bolø, 2, 1
Ø, Selma Bolø, 3, 3
Ø, Selma Bolø, 4, 3
Ø, Selma Bolø, 5, 3
Ø, Selma Bolø, 6, 4
Ø, Selma Bolø, 7, 1
Ø, Selma Bolø, 8, 4
Ø, Selma Bolø, 9, 1
Ø, Selma Bolø, 10, 1
Ø, Selma Bolø, 11, 3
Ø, Selma Bolø, 12, 3
Ø, Selma Bolø, 13, 1
Ø, Selma Bolø, 14, 2
Ø, Selma Bolø, 15, 4
Ø, Selma Bolø, 16, 4
Ø, Selma Bolø, 17, 4
Ø, Selma Bolø, 18, 2
Ø, Selma Bolø, 19, 1
Ø, Selma Bolø, 20, 4
Ø, Selma Bolø, 21, 4
Ø, Selma Bolø, 22, 3
Ø, Selma Bolø, 23, 4
Ø, Selma Bolø, 24, 2
Ø, Selma Bolø, 25, 4
Ø, Victoria Velasquez, 1, 2
Ø, Victoria Velasquez, 2, 2
Ø, Victoria Velasquez, 3, 3
Ø, Victoria Velasquez, 4, 3
Ø, Victoria Velasquez, 5, 2
Ø, Victoria Velasquez, 6, 3
Ø, Victoria Velasquez, 7, 2
Ø, Victoria Velasquez, 8, 4
Ø, Victoria Velasquez, 9, 2
Ø, Victoria Velasquez, 10, 1
Ø, Victoria Velasquez, 11, 1
Ø, Victoria Velasquez, 12, 1
Ø, Victoria Velasquez, 13, 1
Ø, Victoria Velasquez, 14, 2
Ø, Victoria Velasquez, 15, 3
Ø, Victoria Velasquez, 16, 4
Ø, Victoria Velasquez, 17, 3
Ø, Victoria Velasquez, 18, 2
Ø, Victoria Velasquez, 19, 1
Ø, Victoria Velasquez, 20, 2
Ø, Victoria Velasquez, 21, 4
Ø, Victoria Velasquez, 22, 4
Ø, Victoria Velasquez, 23, 2
Ø, Victoria Velasquez, 24, 2
Ø, Victoria Velasquez, 25, 4
Ø, Ibrahim Benli, 1, 3
Ø, Ibrahim Benli, 2, 1
Ø, Ibrahim Benli, 3, 3
Ø, Ibrahim Benli, 4, 3
Ø, Ibrahim Benli, 5, 3
Ø, Ibrahim Benli, 6, 2
Ø, Ibrahim Benli, 7, 1
Ø, Ibrahim Benli, 8, 4
Ø, Ibrahim Benli, 9, 1
Ø, Ibrahim Benli, 10, 1
Ø, Ibrahim Benli, 11, 3
Ø, Ibrahim Benli, 12, 2
Ø, Ibrahim Benli, 13, 1
Ø, Ibrahim Benli, 14, 1
Ø, Ibrahim Benli, 15, 3
Ø, Ibrahim Benli, 16, 4
Ø, Ibrahim Benli, 17, 4
Ø, Ibrahim Benli, 18, 1
Ø, Ibrahim Benli, 19, 1
Ø, Ibrahim Benli, 20, 4
Ø, Ibrahim Benli, 21, 4
Ø, Ibrahim Benli, 22, 4
Ø, Ibrahim Benli, 23, 4
Ø, Ibrahim Benli, 24, 3
Ø, Ibrahim Benli, 25, 4
Ø, Christian Schmidt Jacobsen, 1, 2
Ø, Christian Schmidt Jacobsen, 2, 1
Ø, Christian Schmidt Jacobsen, 3, 3
Ø, Christian Schmidt Jacobsen, 4, 4
Ø, Christian Schmidt Jacobsen, 5, 2
Ø, Christian Schmidt Jacobsen, 6, 4
Ø, Christian Schmidt Jacobsen, 7, 1
Ø, Christian Schmidt Jacobsen, 8, 4
Ø, Christian Schmidt Jacobsen, 9, 1
Ø, Christian Schmidt Jacobsen, 10, 1
Ø, Christian Schmidt Jacobsen, 11, 1
Ø, Christian Schmidt Jacobsen, 12, 1
Ø, Christian Schmidt Jacobsen, 13, 1
Ø, Christian Schmidt Jacobsen, 14, 1
Ø, Christian Schmidt Jacobsen, 15, 4
Ø, Christian Schmidt Jacobsen, 16, 4
Ø, Christian Schmidt Jacobsen, 17, 4
Ø, Christian Schmidt Jacobsen, 18, 2
Ø, Christian Schmidt Jacobsen, 19, 1
Ø, Christian Schmidt Jacobsen, 20, 4
Ø, Christian Schmidt Jacobsen, 21, 4
Ø, Christian Schmidt Jacobsen, 22, 4
Ø, Christian Schmidt Jacobsen, 23, 3
Ø, Christian Schmidt Jacobsen, 24, 2
Ø, Christian Schmidt Jacobsen, 25, 4
Ø, Runa Friis Hansen, 1, 2
Ø, Runa Friis Hansen, 2, 2
Ø, Runa Friis Hansen, 3, 3
Ø, Runa Friis Hansen, 4, 3
Ø, Runa Friis Hansen, 5, 2
Ø, Runa Friis Hansen, 6, 4
Ø, Runa Friis Hansen, 7, 2
Ø, Runa Friis Hansen, 8, 4
Ø, Runa Friis Hansen, 9, 1
Ø, Runa Friis Hansen, 10, 1
Ø, Runa Friis Hansen, 11, 2
Ø, Runa Friis Hansen, 12, 2
Ø, Runa Friis Hansen, 13, 2
Ø, Runa Friis Hansen, 14, 3
Ø, Runa Friis Hansen, 15, 4
Ø, Runa Friis Hansen, 16, 3
Ø, Runa Friis Hansen, 17, 4
Ø, Runa Friis Hansen, 18, 3
Ø, Runa Friis Hansen, 19, 1
Ø, Runa Friis Hansen, 20, 3
Ø, Runa Friis Hansen, 21, 4
